name,countValue
catSin.case2,3
catSin.case3,1
cont.main,5
cont.ordcattry,2
cont.ordcattry.ordcat,2
int.catord,3
int.continuous,6
int.onevalue,2
notinphenofile,1
ordCat,5
start.catSin,4
start.cont,1
start.int,11
success.binary,1
success.continuous,5
success.ordCat,5
success.unordCat,2
unordCat.cats,1
