103310_0|| CAT-SINGLE || Inc(>=10): 0(7780) || Inc(>=10): 1(8507) || CAT-SINGLE-BINARY || sample 7780/8507(16287) || SUCCESS results-logistic-binary 
103980_0|| CAT-SINGLE || Inc(>=10): 1(2766) || SKIP (only one value) || 
103990_0|| CAT-SINGLE || Inc(>=10): 1(12799) || Inc(>=10): 0(3488) || CAT-SINGLE-BINARY || sample 3488/12799(16287) || SUCCESS results-logistic-binary 
104000_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 14938 || Inc(>=10): 0(14938) || Inc(>=10): 3(921) || Inc(>=10): 2(256) || Inc(>=10): 1(111) || Inc(>=10): 4(57) || Removed 5: 4<10 examples || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 5 || SUCCESS results-ordered-logistic
104010_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 14864 || Inc(>=10): 0(14864) || Inc(>=10): 1(256) || Inc(>=10): 3(744) || Inc(>=10): 2(330) || Inc(>=10): 4(86) || Removed 5: 7<10 examples || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 5 || SUCCESS results-ordered-logistic
104020_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 13240 || Inc(>=10): 0(13240) || Inc(>=10): 2(441) || Inc(>=10): 3(2175) || Inc(>=10): 5(61) || Inc(>=10): 4(156) || Inc(>=10): 1(214) || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 6 || SUCCESS results-ordered-logistic
104030_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 12980 || Inc(>=10): 0(12980) || Inc(>=10): 3(2421) || Inc(>=10): 5(73) || Inc(>=10): 2(401) || Inc(>=10): 4(223) || Inc(>=10): 1(189) || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 6 || SUCCESS results-ordered-logistic
104040_0|| CAT-SINGLE || Inc(>=10): 1(550) || SKIP (only one value) || 
104050_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 14912 || Inc(>=10): 0(14912) || Inc(>=10): 3(1086) || Inc(>=10): 1(48) || Inc(>=10): 4(61) || Inc(>=10): 2(176) || Removed 5: 4<10 examples || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 5 || SUCCESS results-ordered-logistic
104060_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 14698 || Inc(>=10): 0(14698) || Inc(>=10): 4(204) || Inc(>=10): 2(163) || Inc(>=10): 3(1092) || Inc(>=10): 1(68) || Inc(>=10): 5(62) || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 6 || SUCCESS results-ordered-logistic
104070_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 14455 || Inc(>=10): 0(14455) || Inc(>=10): 3(1035) || Inc(>=10): 2(347) || Inc(>=10): 1(174) || Inc(>=10): 4(196) || Inc(>=10): 5(80) || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 6 || SUCCESS results-ordered-logistic
104080_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 15285 || Inc(>=10): 0(15285) || Inc(>=10): 1(228) || Inc(>=10): 3(476) || Inc(>=10): 2(266) || Inc(>=10): 4(29) || Removed 5: 3<10 examples || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 5 || SUCCESS results-ordered-logistic
104090_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 12726 || Inc(>=10): 3(2210) || Inc(>=10): 0(12726) || Inc(>=10): 5(68) || Inc(>=10): 2(565) || Inc(>=10): 1(268) || Inc(>=10): 4(450) || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 6 || SUCCESS results-ordered-logistic
