name,countValue
binary.500,5
catMul.10,1
catMul.binary,7
catMul.over10,6
catSin.case2,8
catSin.case3,5
catSin.onevalue,4
catSinToCatMul,1
cont.main,3
int.catord,1
int.continuous,3
int.onevalue,1
ordCat,1
start.catMul,1
start.catSin,17
start.exposure.catSin,2
start.int,5
success.binary,6
success.continuous,3
success.ordCat,1
success.unordCat,3
unordCat.500,5
