varName,varType,n,beta,lower,upper,pvalue
100920-2102,CAT-SIN,10557/16278,-999,-999,-999,0.78678038437067
100920-2102#2104,CAT-SIN,10557#940,0.00237386737118414,-0.0647282935575873,0.0694760282999556,0.944720995038091
100920-2102#2105,CAT-SIN,10557#423,0.0148067372905925,-0.0820164881730879,0.111629962754273,0.764384323150791
100920-2102#2103,CAT-SIN,10557#2933,0.0113136342071747,-0.0297785607954311,0.0524058292097805,0.589456681759805
100920-2102#0,CAT-SIN,10557#891,0.0500367226678998,-0.0172744668666479,0.117347912202447,0.145125520659933
100920-2102#2109,CAT-SIN,10557#53,0.168915093339166,-0.0854962672450756,0.423326453923407,0.193153103018807
100920-2102#2108,CAT-SIN,10557#102,0.0854257046330707,-0.10413309774685,0.274984507012991,0.377091260519967
100920-2102#2107,CAT-SIN,10557#92,-0.0957262572602077,-0.310211763640922,0.118759249120507,0.381712942443361
100920-2102#2106,CAT-SIN,10557#197,-0.00819133655349985,-0.150341831881904,0.133959158774905,0.910076742355532
100920-2102#2199,CAT-SIN,10557#58,-0.0654948124183715,-0.332309313621738,0.201319688784995,0.630437392039609
100920-2102#222,CAT-SIN,10557#32,-0.145387506047106,-0.517809968443886,0.227034956349673,0.444189857494108
