name,countValue
binary.500,2
catMul.10,12
catMul.binary,42
catMul.over10,30
catSin.case2,3
catSin.case3,6
catSin.onevalue,3
cont.main,33
cont.ordcattry,3
cont.ordcattry.ordcat,3
notinphenofile,1
ordCat,3
start.catMul,2
start.catSin,13
start.cont,36
success.binary,34
success.continuous,33
success.ordCat,3
success.unordCat,3
