name,countValue
binary.500,5
catMul.binary,2
catSin.case2,1
catSin.case3,9
catSin.onevalue,9
cont.main,21
cont.main.500,1
cont.ordcattry,1
cont.ordcattry.ordcat,1
excluded.int,1
int.catord,1
int.continuous,11
int.onevalue,4
ordCat,2
start.catMul,2
start.catSin,21
start.cont,11
start.int,16
success.binary,4
success.continuous,20
success.ordCat,2
success.unordCat,1
