varName,varType,n,beta,lower,upper,pvalue
25615,CONTINUOUS,9105,-0.0143354628947831,-0.0524497618146057,0.0237788360250395,0.461025406064349
25616,CONTINUOUS,9105,-0.0265745540541945,-0.0647199575414707,0.0115708494330817,0.17214145429867
25617,CONTINUOUS,9105,-0.0409217431490616,-0.0789139895187155,-0.00292949677940772,0.0347882644838679
25618,CONTINUOUS,9105,-0.021764591212366,-0.059730257623398,0.0162010751986661,0.261208225700297
25619,CONTINUOUS,9105,-0.0277751586468518,-0.0658094012989582,0.0102590840052546,0.152371858102832
25620,CONTINUOUS,9105,-0.0291021659132602,-0.0670378699800941,0.00883353815357366,0.13271831288769
25621,CONTINUOUS,9105,-0.00540737729635409,-0.043470300000236,0.0326555454075278,0.780676528688255
25622,CONTINUOUS,9105,0.00478319482326135,-0.0332521802526781,0.0428185698992008,0.805314162340559
25627,CONTINUOUS,9105,-0.0289193913253911,-0.06674846667564,0.00890968402485773,0.134071490727017
25628,CONTINUOUS,9105,-0.0267545861576882,-0.0646696940740068,0.0111605217586304,0.166679471052303
25629,CONTINUOUS,9105,-0.00844235522493901,-0.0462508518067875,0.0293661413569094,0.661647969093728
25630,CONTINUOUS,9105,0.00107619282163241,-0.0368516438352195,0.0390040294784843,0.955650129892936
25631,CONTINUOUS,9105,-0.0128558467643435,-0.050816376571782,0.025104683043095,0.506847639138559
25632,CONTINUOUS,9105,-0.00753871305472097,-0.0453654197597393,0.0302879936502974,0.696087109910871
25633,CONTINUOUS,9105,0.025974679950088,-0.0117868935131285,0.0637362534133045,0.17762578977044
25635,CONTINUOUS,9105,-0.011950452658616,-0.0502733340830234,0.0263724287657914,0.54108346718492
25636,CONTINUOUS,9105,-0.0378333968955893,-0.0763389741177252,0.000672180326546631,0.0541623956824736
25637,CONTINUOUS,9105,-0.00171408271514155,-0.0401575388354337,0.0367293734051506,0.930362853694704
25639,CONTINUOUS,9105,-0.0100244230989221,-0.0480965389228811,0.0280476927250369,0.605818210780183
25640,CONTINUOUS,9105,-0.0265096954235041,-0.0642582969164225,0.0112389060694142,0.16871674831082
25641,CONTINUOUS,9105,-0.026688886087757,-0.0645287634567875,0.0111509912812734,0.166879876791429
25644,CONTINUOUS,9105,-0.0267935950989443,-0.0647963107502209,0.0112091205523322,0.167040458025369
25645,CONTINUOUS,9105,-0.0117700127293758,-0.0498499147709341,0.0263098893121824,0.544655365651774
25646,CONTINUOUS,9105,-0.0262600366667212,-0.0646013764566214,0.012081303123179,0.17949768355049
25647,CONTINUOUS,9105,-0.0284706083336941,-0.0667561363284637,0.00981491966107548,0.145004056508612
25648,CONTINUOUS,9105,-0.00930743077635174,-0.0475186445282501,0.0289037829755466,0.633078901387933
25649,CONTINUOUS,9105,-0.0301133504945423,-0.0682253261774122,0.00799862518832747,0.121500339799722
