name,countValue
catMul.10,9
catMul.binary,46
catMul.over10,37
catSin.case2,5
catSin.case3,5
catSin.onevalue,2
cont.main,33
cont.ordcattry,3
cont.ordcattry.ordcat,3
notinphenofile,1
ordCat,3
start.catMul,2
start.catSin,13
start.cont,36
success.binary,42
success.continuous,33
success.ordCat,3
success.unordCat,5
