varName,varType,n,beta,lower,upper,pvalue
46,INTEGER,333587,0.000939747353497769,-0.00139830983556771,0.00327780454256325,0.430825221158725
47,INTEGER,333611,0.000827679707355588,-0.00151851101073355,0.00317387042544472,0.489295394693187
48,CONTINUOUS,334398,0.000437314062479999,-0.00253617712410506,0.00341080524906506,0.773151931882392
49,CONTINUOUS,334354,0.00201411528654968,-0.00137049965819536,0.00539873023129472,0.24347832606589
50,CONTINUOUS,334232,0.00193565139202912,-0.000439427198324519,0.00431072998238275,0.110189691401502
51,CONTINUOUS,333928,0.000233943579964946,-0.00242230030001795,0.00289018745994784,0.862949691852181
77,CONTINUOUS,28873,0.00905696134301608,-0.00223488463851787,0.02034880732455,0.115935212977549
78,CONTINUOUS,192954,0.0089965858166255,0.00465842407055856,0.0133347475626924,4.81243101741511e-05
