name,countValue
catSin.case1,1
catSin.case2,7
cont.main,5
excluded.catSin,1
int.catord,1
int.continuous,1
ordCat,2
start.catSin,8
start.cont,4
start.exposure.catSin,3
start.exposure.cont,1
start.int,2
success.continuous,5
success.exposure.continuous,1
success.exposure.unordCat,1
success.ordCat,2
success.unordCat,4
unordCat.500,2
unordCat.cats,1
