name,countValue
binary.500,1
catSin.case1,5
catSin.case2,4
catSin.case3,8
catSin.onevalue,1
cont.main,16
int.catord,2
int.continuous,12
ordCat,7
ordCat.500,5
start.catSin,18
start.cont,4
start.exposure.int,2
start.int,14
success.binary,7
success.continuous,16
success.exposure.continuous,2
success.ordCat,2
success.unordCat,4
