name,countValue
binary.500,2
catSin.case1,4
catSin.case2,4
catSin.case3,9
catSin.onevalue,1
cont.main,16
int.catord,2
int.continuous,12
ordCat,6
ordCat.500,4
start.catSin,18
start.cont,4
start.exposure.int,2
start.int,14
success.binary,7
success.continuous,16
success.exposure.continuous,2
success.ordCat,2
success.unordCat,4
