name,countValue
catSin.case2,6
catSin.case3,7
cont.main,8
cont.main.500,1
cont.onevalue,1
cont.ordcattry,1
cont.ordcattry.ordcat,1
int.catord,4
int.continuous,3
ordCat,5
start.catSin,13
start.cont,7
start.int,7
success.binary,7
success.continuous,7
success.ordCat,5
success.unordCat,5
unordCat.500,1
