name,countValue
catSin.case1,4
catSin.case2,5
catSin.case3,1
cont.main,3
cont.ordcattry,4
cont.ordcattry.binsbinary,1
cont.ordcattry.ordcat,3
excluded.catSin,3
int.continuous,7
ordCat,7
start.catSin,10
start.int,7
success.binary,2
success.continuous,3
success.ordCat,7
success.unordCat,4
unordCat.500,1
