name,countValue
binary.500,7
catMul.binary,2
catSin.case2,1
catSin.case3,11
catSin.onevalue,7
cont.main,21
cont.main.500,1
cont.ordcattry,2
cont.ordcattry.ordcat,2
excluded.int,1
int.continuous,12
int.onevalue,4
ordCat,2
start.catMul,2
start.catSin,21
start.cont,11
start.int,16
success.binary,4
success.continuous,20
success.ordCat,2
success.unordCat,1
