varName,varType,n,beta,lower,upper,pvalue
20090#353,CAT-MUL,31064/16455(47519),-0.00619553715117037,-0.0251652385140626,0.0127410951247019,0.521716440086249
20090#354,CAT-MUL,41687/5832(47519),0.00299943843534834,-0.0245649595029159,0.0304000273295316,0.830605507576208
20090#371,CAT-MUL,43587/3932(47519),0.0234732980787464,-0.00904900428738098,0.0557476534622186,0.155576312473158
20090#355,CAT-MUL,43905/3614(47519),0.00464777512201576,-0.0294524639650261,0.0384664404170309,0.788498970482529
20090#359,CAT-MUL,41521/5998(47519),-0.0163135717166048,-0.0436526630817877,0.0108613960899774,0.240747492003591
20090#352,CAT-MUL,39221/8298(47519),-0.00863282781849642,-0.0325211998519592,0.0151479027447647,0.47775512508666
20090#357,CAT-MUL,47032/487(47519),0.01693346105235,-0.0727590917461475,0.10441206957565,0.70783372251118
20090#365,CAT-MUL,45015/2504(47519),-0.026596755840621,-0.0675471138428519,0.0139138240296728,0.200545840139393
20090#356,CAT-MUL,46440/1079(47519),0.0636381150401187,0.00417181847360061,0.122180052363661,0.034498251311416
20090#383,CAT-MUL,47095/424(47519),0.00862336077917822,-0.0879710951331308,0.102641688380341,0.859196817161248
20090#396,CAT-MUL,47130/389(47519),0.0217868915774456,-0.0785364531139637,0.119343464216883,0.665925652185675
20090#377,CAT-MUL,46332/1187(47519),-0.045803163284598,-0.105031697978538,0.0124545634594327,0.126396226468009
20090#389,CAT-MUL,46795/724(47519),-0.0346582468475367,-0.109996675881448,0.039088126445311,0.362055071672621
20090#395,CAT-MUL,47371/148(47519),-0.0318421231288626,-0.199707413445826,0.128209145667259,0.703215681346207
20090#364,CAT-MUL,47021/498(47519),-0.0325766279155333,-0.123340113983005,0.0558659514780009,0.475971557900957
20090#373,CAT-MUL,45740/1779(47519),0.0204384470471988,-0.0268519693829247,0.067143573445971,0.393976071762209
20090#360,CAT-MUL,45670/1849(47519),-0.043088463705161,-0.0906939768638785,0.00390267032122024,0.0741533144952041
20090#369,CAT-MUL,47313/206(47519),0.0363803999473906,-0.101405575719486,0.168985514908528,0.597652121902955
20090#385,CAT-MUL,47376/143(47519),-0.0344195431030607,-0.20520896900791,0.128236373852408,0.685475864386017
20090#374,CAT-MUL,46826/693(47519),-0.0439734440517133,-0.121213587774479,0.0315925171768161,0.259203376702403
20090#367,CAT-MUL,46425/1094(47519),-0.0132547843814529,-0.0741638861393335,0.0466352933600237,0.667057663013006
20090#362,CAT-MUL,44150/3369(47519),-0.00454852709882869,-0.0398306318959442,0.0304257725815151,0.799651409033503
20090#370,CAT-MUL,47352/167(47519),-0.028915939853976,-0.186692771013061,0.121952163981204,0.713208519317758
20090#375,CAT-MUL,46758/761(47519),0.0744198114840049,0.00399287689736697,0.143538314539934,0.0365345495034213
20090#380,CAT-MUL,47047/472(47519),-0.0402302242928466,-0.13373150255052,0.0508264884060644,0.392668475639299
20090#368,CAT-MUL,46797/722(47519),-0.114538519425243,-0.192636506718546,-0.0381882733877386,0.00364285438601991
20090#394,CAT-MUL,47312/207(47519),0.0420333393870613,-0.0943950927531143,0.173396472212297,0.538088153070703
20090#393,CAT-MUL,47490/29(47519),0.0512020362448948,-0.323712415087582,0.390182479223907,0.777580763727171
20090#379,CAT-MUL,47020/499(47519),-0.0488320117896561,-0.14008999254726,0.0400761467298908,0.287891473612114
20090#392,CAT-MUL,47307/212(47519),-0.0183139843206436,-0.156937691612564,0.114942065208382,0.791612413383773
20090#382,CAT-MUL,47454/65(47519),-0.172392996240069,-0.445059840219758,0.0796279382018696,0.197009635986559
20090#376,CAT-MUL,47391/128(47519),0.0462141835201237,-0.128378918559564,0.212644007106785,0.594880295742354
20090#361,CAT-MUL,47011/508(47519),-0.000358448314056725,-0.0888460819342634,0.0859637811684571,0.993584905459059
20090#363,CAT-MUL,47356/163(47519),0.046937138854439,-0.107176177534321,0.194629447800379,0.54174648251917
20090#390,CAT-MUL,47495/24(47519),0.165845697255872,-0.228908820505364,0.522622810769978,0.384263889398056
20090#388,CAT-MUL,47460/59(47519),0.0978062667513735,-0.155236926308676,0.334331849107956,0.432480076056603
20090#372,CAT-MUL,47234/285(47519),-0.0323580208680852,-0.152504484734752,0.0837389184369357,0.591156361971484
20090#366,CAT-MUL,47379/140(47519),0.0852569730019966,-0.078760810877858,0.2421122869811,0.297146027267658
20090#391,CAT-MUL,47331/188(47519),-0.133303053474229,-0.289250448608551,0.0156910411919497,0.0863886210464752
20090#387,CAT-MUL,47492/27(47519),-0.143267218908685,-0.572682685926712,0.238054852453248,0.486635219989513
20090#378,CAT-MUL,47486/33(47519),0.0252736079713799,-0.328933396453799,0.34698955669583,0.883012010576555
20090#386,CAT-MUL,47393/126(47519),-0.00319015689358109,-0.182585488836596,0.167374828706062,0.971465170316488
20090#384,CAT-MUL,47492/27(47519),0.0125675732978957,-0.384880245652562,0.3697544879864,0.947698017655649
20090#381,CAT-MUL,47499/20(47519),0.185788495007517,-0.245428655028366,0.574541264403147,0.371162681464822
20091#3,CAT-MUL,35618/11901(47519),0.0244410768974132,0.00369934232626433,0.0451258216201587,0.0207352588964621
20091#1,CAT-MUL,37943/9576(47519),-0.0344983386252576,-0.0573392030421838,-0.0117525196033231,0.00301164586740702
20091#2,CAT-MUL,37905/9614(47519),-0.00248866799853281,-0.0249727187684902,0.0199079514575594,0.82792039337112
20091#4,CAT-MUL,42823/4696(47519),-0.00346743583465513,-0.0337904583370228,0.026642363030104,0.822039711836967
20091#5,CAT-MUL,46708/811(47519),-0.00690642730485645,-0.0773186015896728,0.0621426019065844,0.846052026675502
