varName,varType,n,beta,lower,upper,pvalue
20246-0,CAT-SIN,73102/84268,-999,-999,-999,0.000147039283486155
20246-0#1,CAT-SIN,73102#3330,-0.00182266716160355,-0.0370954589651187,0.0334501246419116,0.919329685675941
20246-0#3,CAT-SIN,73102#5636,0.0487052521983279,0.0213655314418257,0.0760449729548301,0.000480059706572389
20246-0#2,CAT-SIN,73102#2200,0.065534333259405,0.0234157088221356,0.107652957696674,0.00229146770481159
20405-0,CAT-SIN,100317/109751,-999,-999,-999,0.314741350926526
20405-0#1,CAT-SIN,100317#4929,0.0103363847518112,-0.0187402503372818,0.0394130198409042,0.485963645952189
20405-0#2,CAT-SIN,100317#4505,-0.0208868999502536,-0.0516206761520715,0.00984687625156432,0.182858245260843
20411-0,CAT-SIN,105264/109872,-999,-999,-999,0.968483141760799
20411-0#1,CAT-SIN,105264#4115,0.000839908836725618,-0.0309988870285623,0.0326787047020135,0.958764600798523
20411-0#2,CAT-SIN,105264#493,0.0104233726642214,-0.0787782937300565,0.0996250390584993,0.818849281636439
