varName,varType,n,beta,lower,upper,pvalue
1647-1,CAT-SIN,281821/334922,-999,-999,-999,0.291995982004434
1647-1#3,CAT-SIN,281821#29220,0.0165770924554476,0.00137692283335523,0.0317772620775401,0.0325565887680075
1647-1#2,CAT-SIN,281821#16365,0.000712173804140428,-0.0198551446739245,0.0212794922822053,0.945891786877872
1647-1#6,CAT-SIN,281821#5626,-0.0108165416765408,-0.037460716946232,0.0158276335931505,0.42622253317848
1647-1#4,CAT-SIN,281821#1698,-0.0135485860102619,-0.0624391869030308,0.0353420148825069,0.58702919415267
1647-1#5,CAT-SIN,281821#192,0.0289590241766303,-0.112056993647751,0.169975042001011,0.687317668126535
1707-1,CAT-SIN,297166/334898,-999,-999,-999,0.87489019438175
1707-1#2,CAT-SIN,297166#32257,-0.00286380321670579,-0.0143741882355044,0.00864658180209278,0.625803195039871
1707-1#3,CAT-SIN,297166#5475,0.00202130934986958,-0.0246951018131606,0.0287377205128998,0.882116361121726
1747-3,CAT-SIN,137795/334332,-999,-999,-999,0.0024960643508751
1747-3#5,CAT-SIN,137795#14077,-0.0158175967129649,-0.033532563010586,0.00189736958465613,0.0801112144538432
1747-3#4,CAT-SIN,137795#124760,-0.00259898069645706,-0.0102823092845173,0.00508434789160316,0.507342081708908
1747-3#1,CAT-SIN,137795#38283,0.0183715332712703,0.00711003931491358,0.029633027227627,0.0013867065734392
1747-3#2,CAT-SIN,137795#15282,-0.00314868598342293,-0.0199257422323406,0.0136283702654948,0.712990818609062
1747-3#6,CAT-SIN,137795#4135,0.0168872512569822,-0.0138608620049754,0.0476353645189399,0.281731899104697
