4104_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4105_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4106_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4119_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4120_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4123_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4124_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4125_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4138_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4139_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4140_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4141_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4143_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4144_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4145_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4146_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || SUCCESS results-linear
4186_0|| CAT-SINGLE || Inc(>=10): 1(109582) || Inc(>=10): 6(609) || Inc(>=10): 7(598) || Inc(>=10): 2(105) || CAT-SINGLE-UNORDERED || reference: 1=109582 || SUCCESS results-notordered-logistic 
4194_0|| INTEGER || CONTINUOUS || IRNT || SUCCESS results-linear
4195_0|| INTEGER || CONTINUOUS || IRNT || SUCCESS results-linear
4196_0|| INTEGER || CONTINUOUS || IRNT || SUCCESS results-linear
4207_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (105) || 
