varName,varType,n,beta,lower,upper,pvalue
20526-0,CAT-SIN,99415/109803,-999,-999,-999,0.299399047572041
20526-0#1,CAT-SIN,99415#10090,-0.00191606289617827,-0.0228521788906344,0.0190200530982778,0.857643317795094
20526-0#2,CAT-SIN,99415#298,-0.0884908586745673,-0.208009275573769,0.031027558224634,0.14673868953895
20527-0,CAT-SIN,106221/109828,-999,-999,-999,0.117400203372319
20527-0#2,CAT-SIN,106221#62,-0.16156078875486,-0.431806614732884,0.108685037223164,0.241308170836922
20527-0#1,CAT-SIN,106221#3545,-0.0299152177971522,-0.0646687256896179,0.00483829009531353,0.0915835369886848
20528-0,CAT-SIN,91695/109501,-999,-999,-999,0.20304186174308
20528-0#2,CAT-SIN,91695#2305,0.0178070646655893,-0.0241600043422891,0.0597741336734676,0.40561604973141
20528-0#1,CAT-SIN,91695#15501,0.0145271507543559,-0.00287079843913928,0.0319250999478511,0.101723586488965
20529-0,CAT-SIN,89844/109739,-999,-999,-999,0.542671657123187
20529-0#1,CAT-SIN,89844#19419,-0.00410490749753967,-0.0201130387801682,0.0119032237850888,0.615255014690725
20529-0#2,CAT-SIN,89844#476,-0.0465738626123499,-0.139592636738666,0.0464449115139657,0.326424840989435
20530-0,CAT-SIN,95064/109743,-999,-999,-999,0.0372113429531856
20530-0#1,CAT-SIN,95064#14089,-0.00743090953422268,-0.0256347886324942,0.0107729695640488,0.423672230296248
20530-0#2,CAT-SIN,95064#590,-0.105475991842603,-0.191166045383663,-0.0197859383015429,0.0158425783147218
20531-0,CAT-SIN,93057/108644,-999,-999,-999,0.61449923060753
20531-0#1,CAT-SIN,93057#15482,-0.00251853338703383,-0.0201020989253913,0.0150650321513237,0.778917480458971
20531-0#2,CAT-SIN,93057#105,0.0906208895576906,-0.095810829377496,0.277052608492877,0.340741600900905
20536-0,CAT-SIN,21385/52570,-999,-999,-999,0.0610295866243205
20536-0#1,CAT-SIN,21385#8979,-0.031313791486769,-0.057047886001779,-0.00557969697175906,0.0170825707966598
20536-0#2,CAT-SIN,21385#18873,0.0019752374191787,-0.018464874056101,0.0224153488944584,0.849777902423296
20536-0#3,CAT-SIN,21385#3333,0.00125960152383897,-0.0360250216654077,0.0385442247130857,0.947207246248884
