varName,varType,n,beta,lower,upper,pvalue
20115-212,CAT-SIN,192/1148,-999,-999,-999,0.408455308661952
20115-212#143,CAT-SIN,192#136,-0.0661522539523447,-0.287119045841641,0.154814537936952,0.557360161255118
20115-212#409,CAT-SIN,192#87,-0.0848460016888604,-0.339113796584305,0.169421793206585,0.513101747311226
20115-212#502,CAT-SIN,192#108,-0.105411870291269,-0.344019982801248,0.13319624221871,0.386561771495553
20115-212#355,CAT-SIN,192#28,-0.157144699077903,-0.586461292723737,0.272171894567931,0.473118373579577
20115-212#239,CAT-SIN,192#22,0.0617727276751942,-0.382842500615279,0.506387955965668,0.785385139950654
20115-212#207,CAT-SIN,192#10,-0.304472046089258,-1.07716311638577,0.468219024207254,0.439932986609712
20115-212#115,CAT-SIN,192#26,0.183712308777883,-0.199437293297029,0.566861910852795,0.347339557753624
20115-212#434,CAT-SIN,192#56,0.167485807339372,-0.111571253100323,0.446542867779068,0.239458797372904
20115-212#354,CAT-SIN,192#117,-0.123379738080827,-0.357001760941351,0.110242284779697,0.300626835415366
20115-212#241,CAT-SIN,192#20,-0.302038813542077,-0.822070131779916,0.217992504695761,0.254968307261709
20115-212#232,CAT-SIN,192#26,-0.100817307298652,-0.520932855373117,0.319298240775814,0.63811017782425
20115-212#152,CAT-SIN,192#38,-0.425181425591677,-0.829810755215424,-0.0205520959679297,0.0394449042084435
20115-212#505,CAT-SIN,192#105,0.116457720558289,-0.112176310485069,0.345091751601648,0.318117826067448
20115-212#124,CAT-SIN,192#46,0.0101402171512006,-0.308907193061313,0.329187627363714,0.950329402785703
20115-212#601,CAT-SIN,192#23,-0.703976740911137,-1.26396457625756,-0.143988905564718,0.0137424158139687
20115-212#233,CAT-SIN,192#10,0.251213729694071,-0.328489374938561,0.830916834326702,0.395687496549677
20115-212#209,CAT-SIN,192#19,0.0089449030253401,-0.467434324578517,0.485324130629198,0.970642913772468
20115-212#226,CAT-SIN,192#14,-0.019127132949716,-0.580100965300469,0.541846699401037,0.946719012159884
20115-212#136,CAT-SIN,192#11,-0.0930826634354296,-0.720323752464761,0.534158425593902,0.771159218020615
20115-212#320,CAT-SIN,192#17,0.00521498513487136,-0.549842350914328,0.560272321184071,0.985308070486683
20115-212#109,CAT-SIN,192#14,-0.0056718566852644,-0.52253633373153,0.511192620361001,0.982840555121069
20115-212#144,CAT-SIN,192#12,-0.212345086625855,-0.8339055721083,0.409215398856589,0.503121204755901
20115-212#151,CAT-SIN,192#11,0.0517668550061734,-0.524862147246748,0.628395857259095,0.860328729738442
20116-0,CAT-SIN,54688/111085,-999,-999,-999,0.339866031885707
20116-0#1,CAT-SIN,54688#47997,-0.000538470543706093,-0.012970826718354,0.0118938856309418,0.932348831911017
20116-0#2,CAT-SIN,54688#8400,-0.016965721789701,-0.0402143243973691,0.0062828808179671,0.152634299075073
20117-2,CAT-SIN,102696/111559,-999,-999,-999,0.111404077290576
20117-2#1,CAT-SIN,102696#4082,0.029521504261039,-0.00144797482697786,0.0604909833490559,0.0617166351044645
20117-2#0,CAT-SIN,102696#4781,-0.0132080049110092,-0.0426913077188622,0.0162752978968438,0.379927630493583
20118-5,CAT-SIN,85841/110983,-999,-999,-999,0.244569966595878
20118-5#7,CAT-SIN,85841#6118,0.00744120796562988,-0.0184584264595658,0.0333408423908256,0.573355868801736
20118-5#11,CAT-SIN,85841#5616,0.0104992087733733,-0.0196228701778328,0.0406212877245795,0.49450843837779
20118-5#8,CAT-SIN,85841#2701,-0.0224828380631232,-0.0611803294131557,0.0162146532869094,0.254820545528232
20118-5#6,CAT-SIN,85841#8764,0.0197876512034854,-0.00203842872553082,0.0416137311325016,0.0755822646269759
20118-5#12,CAT-SIN,85841#1222,-0.0469350084286528,-0.106557909231139,0.0126878923738331,0.122860118353192
20118-5#16,CAT-SIN,85841#406,-0.0466345588817886,-0.146956437900577,0.053687320137,0.36224903108527
20118-5#13,CAT-SIN,85841#315,-0.0178347904799528,-0.130582437669574,0.0949128567096682,0.756535485790398
