name,countValue
binary.500,5
catMul.binary,2
catSin.case2,1
catSin.case3,10
catSin.onevalue,8
cont.main,22
cont.main.500,2
cont.ordcattry,2
cont.ordcattry.ordcat,2
excluded.int,1
int.continuous,13
int.onevalue,3
ordCat,2
ordCat.500,1
start.catMul,2
start.catSin,21
start.cont,11
start.int,16
success.binary,5
success.continuous,20
success.ordCat,1
success.unordCat,1
