name,countValue
binary.500,2
catMul.10,3
catMul.binary,8
catMul.over10,5
catSin.case2,14
catSin.case3,2
catSin.onevalue,1
catSinToCatMul,1
cont.main,3
int.catord,1
int.continuous,3
int.onevalue,1
ordCat,1
start.catMul,1
start.catSin,17
start.exposure.catSin,2
start.int,5
success.binary,5
success.continuous,3
success.ordCat,1
success.unordCat,5
unordCat.500,9
