name,countValue
catSin.case2,3
catSin.case3,1
cont.main,6
cont.ordcattry,1
cont.ordcattry.ordcat,1
int.catord,3
int.continuous,6
int.onevalue,2
notinphenofile,1
ordCat,4
start.catSin,4
start.cont,1
start.int,11
success.binary,1
success.continuous,6
success.ordCat,4
success.unordCat,2
unordCat.cats,1
